                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     83,                0.75157,                 0.5954,                  1.635,                0.90023,                0.87802,                0.92447,                0.73112,                0.78462,                0.57021,                 1.7341,              0.0001882,              0.0001882,              0.0001882
                     84,                0.74503,                0.59152,                 1.6291,                0.90235,                0.87884,                 0.9228,                0.73055,                0.78322,                 0.5664,                 1.7327,              0.0001783,              0.0001783,              0.0001783
                     85,                0.73655,                0.58884,                 1.6049,                0.90228,                0.88328,                0.92408,                0.73109,                0.78181,                0.56581,                 1.7387,              0.0001684,              0.0001684,              0.0001684
                     86,                0.74416,                0.58846,                 1.6169,                0.90075,                  0.884,                0.92466,                0.73104,                0.78008,                0.56596,                 1.7431,              0.0001585,              0.0001585,              0.0001585
                     87,                 0.7276,                0.57581,                 1.5942,                0.90069,                0.88232,                0.92627,                0.73238,                0.78236,                0.56658,                 1.7489,              0.0001486,              0.0001486,              0.0001486
                     88,                0.72317,                0.57213,                  1.594,                0.90578,                0.88338,                0.92834,                0.73441,                 0.7816,                0.56151,                 1.7442,              0.0001387,              0.0001387,              0.0001387
                     89,                0.73357,                0.57584,                  1.608,                0.89955,                  0.884,                0.92884,                0.73569,                0.78135,                0.56192,                 1.7414,              0.0001288,              0.0001288,              0.0001288
                     90,                0.71834,                0.57338,                 1.6119,                0.89894,                0.88489,                0.92868,                0.73443,                 0.7785,                0.55877,                 1.7411,              0.0001189,              0.0001189,              0.0001189
                     91,                0.56453,                0.40918,                 1.3896,                0.89819,                0.88745,                0.92669,                0.73329,                0.77655,                0.56065,                 1.7326,               0.000109,               0.000109,               0.000109
                     92,                0.55441,                0.40437,                 1.3708,                0.89325,                0.88398,                 0.9256,                0.73243,                0.77702,                 0.5619,                 1.7368,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.55204,                0.40143,                 1.3645,                0.89742,                0.87888,                0.92443,                0.73152,                0.77743,                0.56399,                 1.7351,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.54308,                0.39421,                 1.3601,                0.90256,                0.88078,                0.92526,                0.73289,                0.77894,                0.56474,                 1.7395,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.53607,                 0.3904,                  1.365,                0.90235,                0.87936,                0.92458,                0.73289,                   0.78,                 0.5638,                 1.7413,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.53434,                0.38733,                 1.3474,                0.90705,                0.88063,                0.92477,                0.73288,                0.78113,                0.56459,                  1.747,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.53739,                0.39069,                 1.3549,                0.90189,                0.88794,                0.92473,                0.73397,                0.77951,                0.56156,                 1.7481,               4.96e-05,               4.96e-05,               4.96e-05
