                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                0.94576,                0.80344,                 1.6701,                0.88877,                0.88707,                0.90736,                 0.6956,                0.77754,                0.65037,                 1.6347,               0.006436,               0.006436,               0.006436
                     38,                0.94395,                0.79741,                 1.6647,                0.90215,                0.87559,                0.90554,                0.69736,                  0.774,                0.64939,                 1.6272,               0.006337,               0.006337,               0.006337
                     39,                0.93699,                0.79612,                 1.6682,                0.89872,                0.87662,                0.91108,                0.69965,                0.76937,                0.64897,                   1.62,               0.006238,               0.006238,               0.006238
                     40,                0.93243,                0.78736,                  1.662,                0.89716,                0.88144,                0.91371,                0.70464,                0.76581,                0.64332,                 1.6107,               0.006139,               0.006139,               0.006139
                     41,                0.93028,                0.78638,                 1.6623,                0.90304,                0.87937,                0.91173,                0.70135,                 0.7686,                0.64234,                 1.6105,                0.00604,                0.00604,                0.00604
                     42,                0.92728,                0.78344,                 1.6535,                0.89965,                0.87608,                 0.9149,                0.70609,                0.76252,                0.63799,                 1.6051,               0.005941,               0.005941,               0.005941
                     43,                0.91902,                 0.7793,                 1.6441,                0.88931,                 0.8826,                0.91344,                0.70772,                0.76131,                0.63908,                 1.6058,               0.005842,               0.005842,               0.005842
                     44,                0.91985,                0.77777,                 1.6427,                0.88913,                0.88489,                0.91156,                0.70606,                0.76261,                0.64175,                 1.6034,               0.005743,               0.005743,               0.005743
                     45,                0.90746,                0.76219,                 1.6362,                0.88974,                0.87794,                0.90898,                0.70563,                0.75907,                0.64119,                 1.6043,               0.005644,               0.005644,               0.005644
                     46,                0.90947,                 0.7616,                 1.6373,                0.89241,                0.88216,                0.90963,                0.70675,                0.75955,                 0.6424,                  1.602,               0.005545,               0.005545,               0.005545
                     47,                0.90474,                0.75732,                 1.6328,                0.90113,                0.87673,                0.91157,                0.70908,                0.75805,                0.63843,                 1.6025,               0.005446,               0.005446,               0.005446
                     48,                0.89759,                0.75095,                 1.6272,                0.89334,                0.88475,                0.91162,                0.71189,                 0.7512,                0.63702,                 1.5994,               0.005347,               0.005347,               0.005347
                     49,                0.89425,                0.75039,                 1.6204,                0.89463,                0.88008,                0.90965,                  0.711,                0.75227,                0.63647,                 1.6023,               0.005248,               0.005248,               0.005248
                     50,                0.88769,                0.73913,                 1.6153,                0.89411,                0.88425,                0.91043,                0.71251,                0.75068,                0.63778,                 1.5996,               0.005149,               0.005149,               0.005149
                     51,                0.88644,                0.73992,                 1.6127,                0.89411,                0.87872,                0.90986,                0.71175,                0.74943,                0.63881,                 1.5998,                0.00505,                0.00505,                0.00505
                     52,                 0.8807,                0.73018,                 1.6052,                0.89507,                0.88026,                0.90997,                0.71308,                0.75006,                0.63827,                 1.5991,               0.004951,               0.004951,               0.004951
                     53,                0.87966,                0.73368,                 1.6052,                0.89878,                0.87962,                0.91097,                0.71205,                  0.751,                0.63814,                 1.5992,               0.004852,               0.004852,               0.004852
                     54,                0.87287,                 0.7262,                 1.5905,                0.90123,                0.87985,                0.91165,                0.71255,                0.75081,                0.63685,                 1.5973,               0.004753,               0.004753,               0.004753
                     55,                0.86999,                0.72233,                 1.5942,                0.90382,                0.87163,                0.91115,                0.71311,                0.74944,                0.63626,                 1.5972,               0.004654,               0.004654,               0.004654
                     56,                 0.8602,                0.71998,                 1.5863,                  0.899,                0.87689,                0.91144,                0.71351,                 0.7483,                0.63445,                 1.5986,               0.004555,               0.004555,               0.004555
                     57,                0.85956,                0.71854,                  1.593,                0.89451,                0.87983,                0.91332,                0.71559,                0.74643,                0.63354,                 1.5998,               0.004456,               0.004456,               0.004456
                     58,                0.85572,                0.71396,                 1.5898,                 0.8938,                0.87989,                 0.9137,                0.71724,                0.74613,                0.63245,                 1.6017,               0.004357,               0.004357,               0.004357
                     59,                 0.8585,                0.71274,                 1.5818,                0.89613,                0.88149,                0.91362,                0.71754,                0.74556,                0.63143,                 1.6009,               0.004258,               0.004258,               0.004258
                     60,                0.84715,                0.69801,                 1.5785,                0.89521,                0.87865,                 0.9129,                0.71747,                0.74454,                0.63057,                 1.6025,               0.004159,               0.004159,               0.004159
                     61,                0.83734,                0.69114,                 1.5697,                0.89593,                0.87719,                0.91442,                0.71872,                0.74499,                0.62954,                 1.6029,                0.00406,                0.00406,                0.00406
                     62,                0.83988,                0.70144,                  1.568,                0.89888,                0.87515,                0.91515,                0.71853,                0.74503,                0.62811,                 1.6044,               0.003961,               0.003961,               0.003961
                     63,                0.83489,                0.69261,                 1.5561,                0.89784,                0.87731,                0.91486,                0.71909,                0.74483,                 0.6272,                 1.6064,               0.003862,               0.003862,               0.003862
                     64,                0.83304,                0.68946,                 1.5552,                0.89711,                0.87705,                0.91427,                0.71887,                0.74505,                0.62648,                 1.6091,               0.003763,               0.003763,               0.003763
                     65,                0.82743,                0.68216,                 1.5496,                0.90195,                0.87366,                0.91379,                0.71834,                0.74435,                0.62669,                 1.6099,               0.003664,               0.003664,               0.003664
                     66,                0.82192,                0.67322,                  1.542,                0.89846,                0.87382,                0.91427,                0.71903,                0.74415,                0.62573,                 1.6102,               0.003565,               0.003565,               0.003565
                     67,                 0.8189,                0.67305,                 1.5462,                0.89966,                0.87422,                0.91425,                0.71958,                0.74404,                0.62502,                 1.6123,               0.003466,               0.003466,               0.003466
                     68,                0.81306,                0.66515,                  1.536,                0.90262,                 0.8715,                0.91379,                0.72009,                0.74331,                0.62462,                 1.6133,               0.003367,               0.003367,               0.003367
                     69,                 0.8137,                0.66674,                 1.5395,                0.90451,                0.87255,                0.91414,                0.72009,                0.74373,                0.62375,                 1.6149,               0.003268,               0.003268,               0.003268
                     70,                0.80553,                0.66171,                 1.5315,                0.89963,                0.87576,                0.91403,                0.72063,                0.74388,                0.62328,                 1.6163,               0.003169,               0.003169,               0.003169
                     71,                0.80504,                0.65591,                 1.5275,                0.90036,                0.87717,                0.91382,                0.72159,                0.74383,                0.62278,                 1.6174,                0.00307,                0.00307,                0.00307
                     72,                  0.797,                0.65119,                 1.5144,                 0.9006,                0.87613,                0.91409,                0.72151,                0.74335,                0.62174,                 1.6165,               0.002971,               0.002971,               0.002971
                     73,                0.79649,                0.65028,                 1.5255,                0.90186,                0.87547,                0.91401,                0.72154,                0.74299,                0.62145,                  1.617,               0.002872,               0.002872,               0.002872
                     74,                0.79252,                 0.6472,                 1.5188,                0.90324,                0.87352,                0.91325,                0.72188,                0.74332,                0.62063,                 1.6179,               0.002773,               0.002773,               0.002773
                     75,                0.78281,                0.63738,                 1.5067,                 0.9042,                0.87276,                0.91318,                0.72205,                0.74285,                0.62026,                 1.6187,               0.002674,               0.002674,               0.002674
                     76,                0.78367,                0.63733,                 1.5122,                0.90513,                0.87101,                0.91316,                0.72198,                0.74274,                0.62028,                 1.6198,               0.002575,               0.002575,               0.002575
                     77,                0.77659,                0.63122,                 1.5054,                0.90508,                0.87235,                0.91332,                0.72215,                0.74205,                0.62001,                 1.6203,               0.002476,               0.002476,               0.002476
                     78,                0.77158,                0.62713,                 1.5026,                0.90535,                0.87091,                0.91343,                0.72271,                0.74199,                0.61977,                 1.6218,               0.002377,               0.002377,               0.002377
                     79,                0.76776,                0.61775,                 1.4957,                0.90499,                0.86983,                0.91334,                0.72308,                0.74149,                0.61937,                 1.6232,               0.002278,               0.002278,               0.002278
                     80,                0.76035,                0.61589,                 1.4872,                0.90342,                0.86959,                0.91325,                0.72362,                0.74113,                0.61909,                 1.6236,               0.002179,               0.002179,               0.002179
                     81,                0.75422,                0.61115,                 1.4781,                0.90392,                0.87045,                0.91215,                0.72335,                0.74156,                0.61793,                 1.6244,                0.00208,                0.00208,                0.00208
                     82,                0.75085,                0.61161,                 1.4841,                0.90466,                0.87046,                0.91277,                0.72364,                0.74129,                0.61731,                 1.6246,               0.001981,               0.001981,               0.001981
                     83,                0.74941,                0.60684,                 1.4774,                0.90403,                0.87018,                0.91233,                0.72346,                0.74069,                0.61621,                 1.6251,               0.001882,               0.001882,               0.001882
                     84,                0.74359,                0.59674,                 1.4697,                0.90495,                0.86939,                0.91292,                0.72403,                0.74026,                0.61574,                 1.6252,               0.001783,               0.001783,               0.001783
                     85,                0.73817,                0.59499,                 1.4672,                0.90471,                0.86989,                0.91297,                0.72405,                0.73999,                 0.6151,                 1.6251,               0.001684,               0.001684,               0.001684
                     86,                0.73158,                0.58799,                 1.4626,                0.90462,                0.87085,                0.91356,                0.72441,                0.73972,                0.61484,                 1.6263,               0.001585,               0.001585,               0.001585
                     87,                0.73229,                0.58997,                 1.4638,                0.90318,                0.87157,                0.91316,                0.72439,                0.73889,                0.61393,                 1.6264,               0.001486,               0.001486,               0.001486
                     88,                0.72186,                0.58469,                 1.4496,                0.90366,                 0.8714,                0.91341,                0.72536,                 0.7383,                0.61351,                 1.6275,               0.001387,               0.001387,               0.001387
                     89,                0.71995,                0.57419,                 1.4486,                0.90364,                0.87167,                0.91382,                0.72567,                0.73775,                0.61318,                 1.6275,               0.001288,               0.001288,               0.001288
                     90,                0.71663,                0.57618,                 1.4508,                0.90369,                0.87227,                0.91371,                0.72561,                0.73759,                0.61291,                 1.6285,               0.001189,               0.001189,               0.001189
                     91,                0.57152,                0.42404,                 1.2811,                0.90257,                0.87268,                0.91387,                0.72571,                0.73664,                0.61188,                 1.6291,                0.00109,                0.00109,                0.00109
                     92,                0.56524,                0.41545,                 1.2767,                0.90184,                0.87202,                0.91303,                0.72672,                0.73628,                0.61134,                 1.6299,               0.000991,               0.000991,               0.000991
                     93,                0.55646,                0.40746,                 1.2639,                0.90276,                0.87106,                0.91318,                0.72705,                0.73639,                 0.6101,                 1.6305,               0.000892,               0.000892,               0.000892
                     94,                0.54907,                0.40296,                 1.2538,                0.90254,                0.87195,                0.91333,                0.72755,                0.73589,                0.60975,                 1.6306,               0.000793,               0.000793,               0.000793
                     95,                0.54186,                0.39667,                 1.2436,                0.90128,                0.87367,                0.91401,                0.72791,                0.73591,                0.60913,                 1.6316,               0.000694,               0.000694,               0.000694
                     96,                0.53337,                0.38984,                 1.2405,                0.90092,                 0.8752,                0.91431,                 0.7284,                0.73576,                0.60881,                 1.6322,               0.000595,               0.000595,               0.000595
                     97,                0.52613,                0.38443,                 1.2308,                0.90235,                0.87248,                0.91427,                0.72889,                0.73575,                0.60836,                 1.6333,               0.000496,               0.000496,               0.000496
                     98,                0.52223,                0.38273,                 1.2271,                0.90381,                 0.8725,                0.91423,                0.72871,                0.73563,                0.60797,                 1.6343,               0.000397,               0.000397,               0.000397
                     99,                0.51444,                0.37516,                 1.2297,                0.90289,                0.87284,                0.91463,                0.72887,                0.73523,                 0.6077,                  1.635,               0.000298,               0.000298,               0.000298
                    100,                0.50909,                0.37298,                 1.2229,                0.89747,                0.87577,                0.91442,                0.72939,                0.73447,                0.60674,                 1.6354,               0.000199,               0.000199,               0.000199
