                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                0.99412,                0.88887,                 1.6626,                0.87536,                0.87505,                0.90481,                0.69066,                0.83745,                0.75309,                 1.6284,               0.007327,               0.007327,               0.007327
                     29,                0.98934,                  0.878,                  1.654,                0.90355,                0.87076,                0.90869,                0.68775,                0.86114,                0.75459,                 1.6299,               0.007228,               0.007228,               0.007228
                     30,                0.99176,                0.87551,                  1.659,                 0.8968,                0.87328,                0.90388,                0.68541,                 0.8522,                0.75212,                 1.6219,               0.007129,               0.007129,               0.007129
                     31,                0.96972,                0.86542,                 1.6367,                0.88733,                0.87977,                  0.904,                0.69226,                0.83775,                0.74223,                 1.6092,                0.00703,                0.00703,                0.00703
                     32,                 0.9687,                0.86306,                 1.6419,                0.89286,                0.87552,                0.90769,                0.69703,                0.83558,                0.76021,                 1.6086,               0.006931,               0.006931,               0.006931
                     33,                0.96696,                0.85302,                 1.6315,                 0.8983,                0.87119,                0.91276,                0.70536,                0.82786,                0.73231,                 1.6156,               0.006832,               0.006832,               0.006832
                     34,                0.95596,                0.83969,                 1.6203,                0.89463,                0.88644,                0.91515,                0.70965,                0.83221,                0.72979,                 1.6035,               0.006733,               0.006733,               0.006733
                     35,                0.95372,                0.83705,                 1.6126,                0.89337,                 0.8872,                0.91248,                0.70537,                0.82126,                0.73345,                 1.5913,               0.006634,               0.006634,               0.006634
                     36,                0.94715,                0.83279,                 1.6143,                0.90734,                0.87596,                0.91607,                0.70371,                0.81763,                0.72152,                 1.6038,               0.006535,               0.006535,               0.006535
                     37,                0.94199,                0.82424,                 1.6076,                0.89752,                0.87985,                0.90777,                0.70373,                0.81388,                0.71689,                 1.5848,               0.006436,               0.006436,               0.006436
                     38,                 0.9388,                0.82144,                 1.6041,                0.90559,                0.87372,                0.90921,                0.70771,                0.80765,                0.71657,                 1.5848,               0.006337,               0.006337,               0.006337
                     39,                0.93365,                0.81831,                 1.6047,                 0.9075,                0.87654,                0.91353,                 0.7142,                0.80286,                0.71277,                 1.5822,               0.006238,               0.006238,               0.006238
                     40,                0.93141,                0.81753,                 1.6026,                0.90799,                0.88104,                0.91646,                0.71822,                0.80448,                0.71446,                 1.5771,               0.006139,               0.006139,               0.006139
                     41,                0.92629,                0.80673,                 1.5966,                0.89549,                0.88542,                0.91043,                0.71188,                0.80073,                0.71345,                 1.5876,                0.00604,                0.00604,                0.00604
                     42,                0.92679,                0.80873,                 1.5991,                0.89331,                0.88826,                0.91523,                0.71433,                0.79536,                0.70896,                 1.5813,               0.005941,               0.005941,               0.005941
                     43,                0.92075,                0.80672,                 1.5902,                0.90572,                0.88392,                  0.917,                0.71596,                0.79857,                 0.6998,                 1.5733,               0.005842,               0.005842,               0.005842
                     44,                0.90509,                0.79165,                 1.5774,                0.90482,                0.88968,                0.91607,                0.72022,                0.78664,                0.70127,                 1.5578,               0.005743,               0.005743,               0.005743
                     45,                0.90542,                0.79137,                 1.5743,                0.90667,                0.87922,                0.91921,                0.72411,                 0.7986,                0.70418,                 1.5658,               0.005644,               0.005644,               0.005644
                     46,                0.90197,                0.78909,                 1.5663,                0.90463,                0.88798,                 0.9152,                0.72521,                0.78623,                0.69386,                 1.5707,               0.005545,               0.005545,               0.005545
                     47,                0.89895,                0.78177,                 1.5686,                 0.9019,                0.89549,                 0.9183,                 0.7245,                0.78522,                0.68931,                 1.5748,               0.005446,               0.005446,               0.005446
                     48,                0.89345,                 0.7766,                 1.5562,                0.90393,                0.89066,                0.91697,                0.72043,                0.78771,                0.69262,                  1.583,               0.005347,               0.005347,               0.005347
                     49,                0.88651,                0.76779,                 1.5627,                0.90664,                0.88764,                0.91962,                0.72156,                0.78698,                0.69914,                 1.5859,               0.005248,               0.005248,               0.005248
                     50,                0.88527,                0.77243,                   1.56,                0.90317,                0.89764,                0.92058,                0.72717,                0.78014,                0.69067,                 1.5837,               0.005149,               0.005149,               0.005149
                     51,                0.87899,                 0.7533,                 1.5479,                0.91387,                0.88385,                0.91847,                0.72402,                0.78422,                0.68832,                 1.5988,                0.00505,                0.00505,                0.00505
                     52,                 0.8855,                0.76307,                 1.5533,                 0.9032,                0.89066,                0.92082,                0.72596,                0.78445,                0.67993,                 1.5872,               0.004951,               0.004951,               0.004951
                     53,                0.86936,                0.75355,                 1.5467,                0.90698,                0.89189,                0.92112,                0.72943,                0.78126,                0.67516,                 1.5898,               0.004852,               0.004852,               0.004852
                     54,                0.87275,                 0.7418,                 1.5455,                0.90933,                0.89389,                0.92015,                0.72934,                0.78487,                0.67468,                 1.5862,               0.004753,               0.004753,               0.004753
                     55,                0.85887,                0.73771,                 1.5225,                0.89995,                0.89674,                0.91718,                0.72708,                0.78252,                0.67787,                 1.5739,               0.004654,               0.004654,               0.004654
                     56,                0.86324,                0.73966,                 1.5389,                0.90541,                0.89235,                 0.9167,                0.72834,                0.77371,                0.67756,                 1.5663,               0.004555,               0.004555,               0.004555
                     57,                0.85503,                0.73405,                 1.5289,                0.90483,                0.88916,                0.91685,                0.72803,                 0.7732,                0.67769,                 1.5711,               0.004456,               0.004456,               0.004456
                     58,                0.85067,                0.72558,                 1.5256,                0.90634,                0.88526,                0.91725,                0.72901,                 0.7723,                0.67507,                 1.5712,               0.004357,               0.004357,               0.004357
                     59,                0.84432,                0.72029,                 1.5166,                0.91453,                0.87825,                0.91666,                0.72811,                0.77066,                0.67047,                 1.5749,               0.004258,               0.004258,               0.004258
                     60,                0.84184,                0.72283,                 1.5132,                0.90652,                0.88252,                0.91697,                0.72931,                0.76992,                0.67083,                 1.5667,               0.004159,               0.004159,               0.004159
                     61,                0.83625,                0.71505,                  1.516,                0.91133,                0.87747,                0.91479,                0.73181,                0.76657,                0.66383,                 1.5697,                0.00406,                0.00406,                0.00406
                     62,                 0.8343,                0.70886,                 1.5081,                0.91185,                0.88088,                0.91509,                 0.7334,                  0.764,                0.66298,                 1.5726,               0.003961,               0.003961,               0.003961
                     63,                  0.827,                0.70159,                 1.5037,                0.91392,                0.88254,                 0.9164,                0.73595,                0.76218,                0.66268,                 1.5701,               0.003862,               0.003862,               0.003862
                     64,                0.81968,                0.69799,                 1.4978,                0.91301,                0.88549,                0.91847,                0.73604,                0.76226,                0.66129,                 1.5716,               0.003763,               0.003763,               0.003763
                     65,                0.82205,                0.69181,                 1.4936,                0.91261,                0.88484,                 0.9183,                 0.7387,                 0.7612,                0.66097,                 1.5728,               0.003664,               0.003664,               0.003664
                     66,                0.81214,                0.69046,                 1.4869,                0.91429,                0.88403,                0.91833,                0.73898,                0.75876,                0.65821,                 1.5715,               0.003565,               0.003565,               0.003565
                     67,                0.81119,                0.68361,                  1.482,                 0.9157,                0.88528,                0.92045,                0.74204,                0.75782,                0.65453,                 1.5714,               0.003466,               0.003466,               0.003466
                     68,                0.80641,                0.67568,                  1.484,                0.91166,                0.88902,                0.92065,                0.74325,                0.75768,                0.65239,                 1.5755,               0.003367,               0.003367,               0.003367
                     69,                0.80683,                0.67842,                 1.4869,                0.91331,                0.88913,                0.92068,                0.74446,                0.75612,                0.65061,                 1.5723,               0.003268,               0.003268,               0.003268
                     70,                0.80069,                0.67167,                 1.4794,                0.91433,                0.89218,                0.92283,                0.74393,                0.75586,                0.64963,                 1.5724,               0.003169,               0.003169,               0.003169
                     71,                0.79806,                0.66665,                 1.4702,                 0.9158,                0.89171,                0.92181,                0.74354,                0.75461,                0.64888,                 1.5757,                0.00307,                0.00307,                0.00307
                     72,                0.79111,                0.66741,                 1.4693,                0.91225,                0.89456,                0.92367,                0.74391,                0.75531,                0.64855,                 1.5791,               0.002971,               0.002971,               0.002971
                     73,                0.79072,                0.65728,                   1.47,                0.91051,                0.89602,                0.92367,                0.74369,                0.75336,                0.64679,                 1.5802,               0.002872,               0.002872,               0.002872
                     74,                0.78221,                0.65462,                 1.4626,                0.91171,                0.89479,                0.92205,                 0.7438,                0.75155,                0.64723,                 1.5779,               0.002773,               0.002773,               0.002773
                     75,                0.77831,                0.65185,                 1.4626,                0.91249,                0.89488,                0.92222,                0.74288,                0.75168,                0.64728,                 1.5789,               0.002674,               0.002674,               0.002674
                     76,                0.77291,                 0.6443,                 1.4492,                0.91621,                0.89262,                0.92271,                0.74285,                0.75233,                0.64678,                 1.5814,               0.002575,               0.002575,               0.002575
                     77,                0.76793,                0.63734,                 1.4508,                0.91586,                0.89307,                0.92233,                0.74326,                0.75254,                0.64597,                 1.5854,               0.002476,               0.002476,               0.002476
                     78,                0.75986,                0.63134,                 1.4428,                 0.9139,                0.89221,                0.92278,                0.74398,                0.75186,                0.64637,                 1.5866,               0.002377,               0.002377,               0.002377
                     79,                0.75837,                0.62933,                 1.4435,                0.91228,                0.89449,                0.92278,                0.74329,                0.75115,                0.64659,                 1.5889,               0.002278,               0.002278,               0.002278
